,2d_x,2d_y,periodic_#_2d,bond_1_2d,bond_2_2d,bond_3_2d,3d_x,3d_y,3d_z
8,-0.1246,-0.2346,6,2,0,0,2.6963,0.4014,0.0
9,-1.3019,0.3942,6,2,0,0,-6.1957,-0.7555,0.0
10,-2.4458,-0.2936,6,2,0,0,4.0109,-0.4073,0.0
11,-3.6058,0.3356,6,2,0,0,-7.5039,0.0655,0.0
12,-4.7497,-0.3522,6,2,0,0,5.25,0.5167,0.0
13,-5.927,0.2766,6,2,0,0,-8.7685,-0.8233,0.0
14,-7.0536,-0.4107,6,2,1,0,6.5879,-0.2612,0.0
15,-7.0197,-1.7446,8,0,1,0,-10.0708,0.0011,0.0
16,-8.231,0.2181,8,1,0,0,7.7933,0.5431,0.0
0,2.2799,0.0,8,1,0,0,2.2859,0.0,0.0
1,0.9504,-0.0016,6,2,1,0,1.0302,0.0032,0.0
2,0.2851,1.153,6,1,1,0,0.3197,1.2217,0.0
3,-1.0444,1.1514,6,1,1,0,0.3251,-1.2172,0.0
4,-1.7099,-0.0,6,1,1,0,-1.089,1.2172,0.0
5,-1.0459,-1.1498,6,1,1,0,-1.0823,-1.2209,0.0
6,0.2848,-1.153,6,1,1,0,-1.7897,-0.004,0.0
0,-1.7603,0.0,8,1,0,0,,,
1,-0.5045,-0.4348,6,2,0,0,,,
2,0.5044,0.4348,6,2,0,0,,,
3,1.7603,-0.0,8,1,0,0,,,
0,0.0834,2.0122,6,1,1,0,-1.0749,-2.6705,-0.0539
1,1.3642,1.648,6,1,1,0,-2.4029,-1.2608,0.0134
2,1.6915,0.3586,6,2,1,0,-1.2625,-1.5138,-0.0072
3,0.738,-0.5667,6,1,1,0,0.1433,3.0531,-0.0056
4,-0.5413,-0.2081,6,2,1,0,-0.2834,-0.5923,0.0104
5,-0.87,1.0869,6,1,1,0,0.4493,1.7763,0.0118
6,-1.4948,-1.1334,7,2,1,0,-0.5693,0.7998,0.0326
7,-2.7742,-0.7748,8,1,0,0,1.0878,-0.9592,-0.0015
8,-1.1676,-2.4228,8,0,1,0,1.7963,1.3675,0.0
9,2.9708,-0.0,7,1,0,0,2.1163,0.0,0.0
0,-2.113,-1.0602,6,1,1,0,-1.338,-2.1374,-0.4102
1,-2.0366,0.265,6,1,1,0,0.9619,-0.7134,-0.0129
2,-0.8481,0.8614,7,1,1,0,0.7961,1.9712,-0.0194
3,0.2642,0.1325,6,2,1,0,-2.5279,-0.6183,0.4804
4,0.1878,-1.1927,6,1,1,0,-0.2856,-0.1637,-0.0158
5,-1.001,-1.7936,7,1,1,0,-0.353,1.2495,-0.0281
6,1.4526,0.7289,6,2,1,0,-1.3957,-0.9896,0.0059
7,2.5648,-0.0,7,0,1,0,2.1159,0.0,0.0
8,1.5292,2.0588,8,1,0,0,2.0264,1.4018,-0.0
0,-2.113,-1.0602,6,1,1,0,-2.3368,0.9711,0.4475
1,-2.0366,0.265,6,1,1,0,-2.3912,-0.8979,-0.4433
2,-0.8481,0.8614,7,1,1,0,0.382,1.1329,0.0271
3,0.2642,0.1325,6,2,1,0,1.7726,-1.1683,-0.0237
4,0.1878,-1.1927,6,1,1,0,-0.33,-0.0285,0.0
5,-1.001,-1.7936,7,1,1,0,0.4167,-1.2292,-0.0288
6,1.4526,0.7289,6,2,1,0,1.7371,1.2034,0.0212
7,1.5292,2.0588,8,0,1,0,-1.7117,0.0164,0.0
8,2.5648,-0.0,8,1,0,0,2.4613,0.0,0.0
0,-2.54,1.1051,6,1,0,0,1.5854,-2.7506,-0.1243
1,-1.4429,0.3513,6,2,1,0,-0.3338,-3.0095,-0.189
2,-0.2438,0.9294,6,1,1,0,-0.1329,3.2382,0.2884
3,0.8533,0.1756,6,2,1,0,0.5351,-2.2294,-0.1299
4,0.7518,-1.1504,6,1,1,0,-1.1645,1.0801,0.0338
5,-0.4467,-1.7227,6,1,1,0,-0.0369,1.9331,0.1419
6,-1.5444,-0.9747,6,2,1,0,-0.9422,-0.3154,-0.0582
7,-2.7429,-1.5471,7,1,0,0,0.3518,-0.8982,-0.0658
8,2.0524,0.7538,7,2,1,0,1.2618,1.389,0.1032
9,3.1495,-0.0,8,1,0,0,1.4456,0.0,0.0
10,2.1538,2.0798,8,0,1,0,-2.5694,1.5627,0.0
0,-1.3457,2.3862,8,1,0,0,-0.8135,1.0113,0.0
1,-1.6917,1.1,7,2,1,0,-1.5264,-2.7327,0.0
2,-2.9787,0.7602,8,0,1,0,-2.7711,-1.2119,0.0
3,-0.7531,0.1581,6,2,1,0,2.7095,2.6194,0.0
4,-0.9624,-1.1535,6,1,1,0,-1.6603,-1.5691,0.0
5,0.2194,-1.7593,6,1,1,0,-0.6357,-0.7187,0.0
6,1.1613,-0.8207,6,2,1,0,0.9078,1.2208,0.0
7,2.4751,-1.0346,6,1,1,0,0.7129,-1.083,0.0
8,3.3151,-0.0,8,0,1,0,1.579,0.0,0.0
9,0.5606,0.3636,16,2,0,0,1.4978,2.4639,0.0
0,4.3605,0.0,6,1,1,0,2.7506,0.0,0.0
1,3.5513,-1.0517,6,1,1,0,-0.3825,0.0758,2.7774
2,2.2276,-0.8792,6,1,1,0,0.4947,-0.6661,0.2032
3,1.7272,0.3519,6,2,1,0,0.0878,0.6718,0.5449
4,2.5364,1.4036,6,2,1,0,-0.4049,-1.7785,0.1427
5,3.8504,1.2298,6,1,1,0,0.1347,1.7537,-0.3935
6,2.0263,2.6334,6,1,1,0,0.0621,-3.0442,-0.3365
7,0.7068,2.8114,6,1,1,0,-0.2967,3.0605,0.0
8,-0.1025,1.7597,6,2,1,0,1.8637,-0.8881,-0.1117
9,0.4035,0.5244,6,2,1,0,-0.3602,0.9444,1.866
10,-0.4057,-0.5273,6,2,1,0,-1.7692,-1.7116,0.5333
11,-1.7252,-0.3494,6,2,1,0,0.5989,1.615,-1.73
12,-2.2299,0.8763,6,1,1,0,1.4107,-3.2001,-0.7149
13,-3.5494,1.0542,6,1,1,0,-0.7811,3.2753,1.3056
14,-4.3587,0.0024,6,1,1,0,2.3095,-2.1345,-0.5854
15,-3.8527,-1.2328,6,1,1,0,-0.8087,2.2262,2.2331
16,-2.5345,-1.4011,6,2,1,0,-0.8083,-4.1544,-0.439
17,-2.0285,-2.6364,6,1,1,0,-0.2435,4.1505,-0.9004
18,-0.7049,-2.809,6,1,1,0,-2.6256,-2.825,0.4633
19,0.1044,-1.7572,6,2,1,0,0.6699,2.702,-2.6187
20,1.4184,-1.9309,8,1,0,0,-2.1479,-4.0456,-0.0358
21,-1.4207,1.928,8,1,0,0,0.246,3.9726,-2.2037
0,3.7671,-0.0,6,1,0,0,2.5628,0.0,0.0
1,2.4928,0.3707,8,2,0,0,-3.5205,-0.557,-1.1297
2,1.5342,-0.5456,6,2,1,0,1.7554,0.8369,1.801
3,0.2616,-0.1816,6,2,1,0,0.2976,0.0416,0.2571
4,-0.6887,-1.1029,6,1,1,0,-0.0079,-1.0597,-0.581
5,-1.9495,-0.7573,6,1,1,0,-0.7611,0.9227,0.5943
6,-2.302,0.5634,6,2,1,0,-1.3159,-1.2741,-1.0586
7,-1.345,1.4865,6,1,1,0,-2.0669,0.7207,0.1137
8,-0.0423,1.0872,6,1,1,0,-2.3489,-0.3822,-0.7118
9,-3.5796,0.9191,8,1,0,0,1.5867,0.2902,0.7149
10,1.8514,-1.8395,8,0,1,0,3.8188,0.4608,0.0
0,-0.2847,0.4233,16,2,2,0,-1.057,1.8175,-0.065
1,-1.0768,1.5273,8,0,1,0,2.6041,-0.5016,0.5673
2,0.8189,1.2986,8,0,1,0,-2.0344,2.7235,-0.9322
3,3.7734,1.3997,8,2,0,0,-1.1037,2.3717,1.4258
4,0.8249,-0.3759,7,2,0,0,0.5155,2.0227,-0.5512
5,2.4367,1.4362,7,1,1,0,1.4322,0.0461,0.4321
6,-5.1305,-1.6537,7,1,0,0,-2.2252,-3.9364,0.1374
7,-1.4807,-0.0978,6,2,1,0,-1.5543,0.1449,-0.0923
8,2.021,0.1452,6,2,1,0,-2.3449,-0.3897,0.9465
9,-2.5186,0.6928,6,1,1,0,-1.0978,-0.7139,-1.1164
10,-1.639,-1.4095,6,1,1,0,1.5109,1.213,-0.2329
11,3.0588,-0.6454,6,1,1,0,-2.0596,-2.638,0.0361
12,4.1539,0.1582,6,2,1,0,-2.5933,-1.7734,1.0133
13,-3.873,-1.14,6,2,1,0,-1.3322,-2.0987,-1.0443
14,-3.7147,0.1717,6,1,1,0,2.8556,1.407,-0.5241
15,-2.8351,-1.9306,6,1,1,0,3.5251,0.3057,-0.0
16,5.4656,-0.0,6,1,0,0,4.959,0.0,0.0
0,-2.659,1.152,6,1,0,0,3.963,0.0148,-0.0
1,-1.9954,-0.002,6,2,1,0,-2.7671,-1.0946,0.0
2,-0.6642,0.001,6,2,1,0,-0.7697,0.0021,-0.0
3,0.0006,1.153,6,1,1,0,-0.0146,1.2041,-0.0
4,1.3289,1.151,6,1,1,0,-0.0134,-1.2038,0.0
5,1.9954,0.002,6,2,1,0,-2.1783,-0.02,0.0
6,1.3307,-1.1501,6,1,1,0,1.393,1.2114,-0.0
7,-0.0006,-1.153,6,1,1,0,1.3956,-1.2137,0.0
8,3.3237,-0.0,5,1,0,0,2.1019,0.0,0.0
9,-2.6601,-1.154,8,0,1,0,-3.1105,1.0998,-0.0
0,-1.3225,-0.6673,6,2,0,0,0.026,-1.0197,0.0145
1,-1.327,0.6587,6,2,0,0,1.9244,0.0036,-0.0071
2,-0.0638,1.0818,8,2,0,0,-0.0159,1.0521,-0.0
3,0.7193,0.0009,6,2,1,0,-1.3565,0.7492,-0.0576
4,-0.0569,-1.0741,7,1,1,0,-1.2811,-0.7852,0.0502
5,2.0509,0.0,8,1,0,0,0.7032,0.0,0.0
0,-2.6578,-1.1447,6,1,0,0,3.4201,-0.0019,0.0
1,-1.9917,0.0048,6,2,1,0,-2.7074,-1.0931,0.0
2,-0.6624,-0.0056,6,2,1,0,-0.7098,0.0051,-0.0
3,-0.0042,1.146,6,1,1,0,0.0465,1.2069,-0.0
4,1.3057,1.1578,6,1,1,0,0.0453,-1.2014,0.0
5,2.0082,-0.0125,6,2,1,0,-2.1173,-0.0182,0.0
6,1.3421,-1.162,6,1,1,0,1.4539,1.2133,-0.0
7,-0.0215,-1.1382,6,1,1,0,1.4533,-1.2128,0.0
8,3.3309,0.0,8,1,0,0,2.1634,0.0,0.0
9,-2.6491,1.1545,8,0,1,0,-3.0482,1.1021,-0.0
0,1.2223,0.7353,6,1,1,0,-3.792,0.3594,0.746
1,-0.0588,1.1088,6,1,1,0,3.079,1.0643,0.2622
2,-1.018,0.1811,6,2,1,0,3.1832,-0.8685,0.1392
3,-0.6994,-1.1068,6,1,1,0,2.4797,0.0657,0.1351
4,0.58,-1.4736,6,1,1,0,-1.7161,-0.142,-0.2842
5,1.5409,-0.5526,6,2,1,0,-0.9288,-1.3133,-0.2892
6,2.8137,-0.921,6,2,0,0,-1.0625,1.102,-0.1416
7,3.7745,-0.0,8,1,0,0,1.1427,0.0,0.0
8,-2.2925,0.5563,7,2,1,0,-3.1884,-0.196,-0.4175
9,-3.2517,-0.3715,8,1,0,0,0.4678,-1.2379,-0.1499
10,-2.6111,1.8441,8,0,1,0,0.3352,1.1663,0.0
0,1.5625,1.1815,6,1,1,0,-0.5837,-2.0205,-0.015
1,0.2338,1.2074,6,1,1,0,-0.8299,-2.5502,1.464
2,-0.4493,0.0615,6,2,1,0,0.5345,-2.9297,-0.6883
3,0.1957,-1.097,6,1,1,0,-1.9679,-2.2197,-0.8844
4,1.5295,-1.1201,6,1,1,0,1.0562,3.6333,-0.062
5,2.2104,0.0178,6,2,1,0,-0.0975,-0.3479,0.033
6,3.5414,0.0,7,1,0,0,1.2692,0.0,0.0
7,-1.7832,0.0845,16,2,2,0,-1.0641,0.6789,0.0955
8,-2.4282,1.243,7,1,0,0,0.6926,2.3741,0.0
9,-3.0385,-0.3502,8,0,1,0,1.6632,1.3511,-0.025
10,-1.574,-1.2285,8,0,1,0,-0.6725,2.0308,0.0822
0,-2.659,1.152,8,1,0,0,0.025,-3.7402,0.0
1,-1.9954,-0.002,7,2,1,0,1.0117,2.7592,0.0
2,-2.6601,-1.154,8,0,1,0,-0.931,2.7913,0.0
3,-0.6642,0.001,6,2,1,0,1.1436,-1.3556,0.0
4,-0.0006,-1.153,6,1,1,0,0.0275,2.1231,0.0
5,1.3307,-1.1501,7,1,1,0,0.0055,0.7808,0.0
6,1.9954,0.002,6,2,1,0,-1.2119,0.0491,0.0
7,3.3237,-0.0,6,1,0,0,1.1899,0.0,0.0
8,1.3289,1.151,6,1,1,0,-1.2403,-1.3558,0.0
9,0.0006,1.153,6,1,1,0,-0.0201,-2.0518,0.0
0,-0.1079,-0.8377,16,2,2,0,-1.3308,-1.6636,0.4012
1,-0.3159,0.4684,8,0,1,0,-1.7732,-2.9907,-0.3561
2,0.1015,-2.153,8,0,1,0,-1.7787,-1.8508,1.9159
3,-1.4233,-1.0471,7,2,0,0,-2.2399,-0.3734,-0.1236
4,-3.5717,-0.2292,7,1,1,0,-0.6273,1.0889,-0.9948
5,5.1533,-0.0,7,1,0,0,4.2734,0.0,0.0
6,1.2166,-0.6268,6,2,1,0,0.3943,-1.4106,0.3023
7,1.6894,0.6085,6,1,1,0,1.1819,-1.2422,1.4615
8,2.0512,-1.6634,6,1,1,0,1.002,-1.2635,-0.9631
9,-2.2565,-0.0197,6,2,1,0,-1.7924,0.8542,-0.3366
10,3.838,-0.2094,6,2,1,0,3.0737,-0.5248,0.0944
11,3.0048,0.8179,6,1,1,0,2.5157,-0.8053,1.3583
12,3.3665,-1.4539,6,1,1,0,2.3227,-0.7899,-1.0683
13,-1.785,1.2248,6,1,1,0,-2.5016,1.9731,0.1469
14,-2.6197,2.2613,6,1,1,0,-1.9449,3.2601,-0.0
15,-3.9349,2.0519,6,1,1,0,-0.7119,3.4336,-0.6571
16,-4.4064,0.8074,6,1,1,0,-0.0628,2.3049,-1.1808
0,5.0856,-0.0,7,1,0,0,2.0676,0.0,0.0
1,3.7558,-0.084,6,2,1,0,-0.372,2.2764,2.3904
2,3.0154,1.0184,6,1,1,0,3.2011,-0.895,0.6655
3,1.6896,0.9424,6,1,1,0,2.645,0.6593,-1.3272
4,1.0962,-0.2521,6,2,1,0,1.6576,1.2252,1.0401
5,1.8326,-1.3626,6,1,1,0,-2.999,-2.742,-1.1882
6,3.1623,-1.2785,6,1,1,0,-0.1363,2.1222,-0.1976
7,-0.2256,-0.3401,16,2,2,0,0.6464,-0.9637,-0.33
8,-1.4454,-0.8713,8,0,1,0,0.3867,-1.465,-1.6226
9,0.08,-1.6291,8,0,1,0,-0.3082,-1.1827,0.6883
10,-0.962,0.7704,7,2,0,0,-1.8247,-2.2251,-0.9097
11,-2.2918,0.6863,6,2,1,0,-0.8402,-2.0939,-1.9107
12,-2.9982,-0.432,16,2,0,0,-1.545,-1.7848,0.3988
13,-4.2848,-0.1048,6,1,1,0,0.5061,1.8614,0.9553
14,-4.3728,1.217,6,1,1,0,-1.7047,2.6381,1.3477
15,-3.1368,1.7199,7,1,1,0,-1.3803,2.5692,-0.0
0,-3.2517,-0.3715,6,1,0,0,3.7856,-1.0157,0.1991
1,-2.2925,0.5563,7,3,0,0,-2.4649,0.1761,-0.076
2,-2.6111,1.8441,6,1,0,0,-1.1227,0.1601,0.0
3,-1.018,0.1811,6,2,1,0,-0.3432,1.3193,-0.2314
4,-0.0588,1.1088,6,1,1,0,-0.4403,-1.0441,0.289
5,1.2223,0.7353,6,1,1,0,-3.0704,0.3972,-1.3313
6,1.5409,-0.5526,6,2,1,0,-3.2504,-0.2027,1.0338
7,0.58,-1.4736,6,1,1,0,1.746,0.0474,0.0321
8,-0.6994,-1.1068,6,1,1,0,1.0635,1.262,-0.2193
9,2.8137,-0.921,6,1,1,0,0.9637,-1.0995,0.304
10,3.7745,0.0,8,0,1,0,3.1333,0.0,0.0
0,2.0479,3.0866,6,1,0,0,1.3158,3.6524,-0.0
1,2.2682,1.778,8,2,0,0,1.4618,2.5857,-0.9372
2,1.2481,0.9264,6,2,1,0,0.8114,1.4658,-0.4922
3,-0.0014,1.3959,6,1,1,0,-0.4986,1.2282,-0.9146
4,-1.0283,0.5432,6,2,1,0,-1.1901,0.0791,-0.5366
5,-2.271,1.0138,7,1,1,0,-2.4527,-0.0881,-0.9701
6,-3.2979,0.161,6,1,1,0,-3.1158,-1.2078,-0.6081
7,-3.0776,-1.1476,6,1,1,0,-2.5784,-2.203,0.1796
8,-1.8292,-1.6102,6,2,1,0,-1.2753,-2.0289,0.6307
9,-1.6077,-2.9256,6,1,0,0,-0.6032,-3.2905,1.6091
10,-0.808,-0.7654,6,2,1,0,-0.5402,-0.8709,0.2861
11,0.4404,-1.2281,6,1,1,0,0.7868,-0.6178,0.7081
12,1.4685,-0.3821,6,2,1,0,1.4637,0.5297,0.2983
13,2.71,-0.8459,8,2,0,0,2.7352,0.7659,0.7469
14,3.738,0.0,6,1,0,0,3.6796,0.0,0.0
0,-3.8371,4.8426,6,1,0,0,-5.4895,4.858,0.0
1,-4.6356,3.7941,7,2,0,0,-5.5126,3.6237,-4.0555
2,-4.1133,2.5749,6,2,1,0,-6.9859,2.307,-3.0258
3,-2.7926,2.4041,8,0,1,0,-6.8236,4.4108,-2.5183
4,-4.9063,1.5138,6,2,1,0,2.9304,-3.5043,1.4878
5,-6.2397,1.6792,7,1,1,0,-2.237,-0.9554,0.0493
6,-7.0273,0.6053,6,1,1,0,6.4636,0.8876,2.3387
7,-6.4996,-0.6266,6,1,1,0,-2.598,0.0828,-1.8488
8,-5.1897,-0.772,6,2,1,0,-1.0806,-1.5866,-1.6964
9,-4.3786,0.2819,6,1,1,0,4.8031,-0.7569,3.6948
10,-4.6675,-1.9913,8,2,0,0,7.0931,-0.7028,0.97
11,-3.3523,-2.1494,6,2,1,0,-3.2153,1.2001,-1.4369
12,-2.5466,-1.0828,6,1,1,0,-5.0015,2.8766,-1.8831
13,-1.2186,-1.2355,6,1,1,0,-4.2448,1.7292,-2.244
14,-0.6963,-2.4547,6,2,1,0,-0.009,-2.0566,-1.0547
15,-1.502,-3.5213,6,1,1,0,-2.9007,1.896,-0.2467
16,-2.8246,-3.3814,6,1,1,0,2.0767,-3.0222,0.648
17,0.619,-2.6128,7,2,0,0,-4.6852,3.5105,-0.649
18,1.4065,-1.539,6,2,1,0,0.3241,-3.4295,-1.0333
19,0.8842,-0.3197,8,0,1,0,0.7902,-1.1579,-0.3178
20,2.7218,-1.6971,7,2,0,0,-3.6287,3.0276,0.1493
21,3.5093,-0.6231,6,2,1,0,1.3478,-3.9037,-0.1823
22,4.8428,-0.7885,6,1,1,0,1.8024,-1.6345,0.517
23,5.6248,0.298,6,2,1,0,-1.9785,-0.8155,-1.1446
24,5.1026,1.5173,6,2,1,0,-6.0668,3.3116,-2.837
25,3.7674,1.6517,6,1,1,0,3.6388,-2.8067,2.288
26,2.9871,0.596,6,1,1,0,4.7802,-2.1558,1.7781
27,5.8775,2.5857,6,1,0,0,5.3398,-1.0602,2.4777
28,6.9347,0.1526,6,4,0,0,3.1623,-2.4856,3.5754
29,7.0928,1.4679,9,1,0,0,3.7729,-1.4271,4.2716
30,6.7947,-1.1699,9,1,0,0,6.3339,-0.2603,1.929
31,8.2626,0.0,9,1,0,0,7.7986,0.0,0.0
0,2.694,0.0,7,1,0,0,1.0016,0.0,0.0
1,1.4265,0.4072,6,2,0,0,1.4622,-0.3014,1.4931
2,0.4396,-0.4883,6,2,0,0,2.0297,1.0217,-0.6508
3,-0.8235,-0.0826,16,2,2,0,1.0533,-1.3529,-0.8345
4,-0.4163,1.1849,8,0,1,0,-3.11,0.2631,0.0019
5,-1.2293,-1.3457,8,0,1,0,-0.6593,0.7165,-0.0
6,-2.091,0.3246,8,1,0,0,-1.7774,-0.3469,-0.0096
0,-1.9877,0.6231,6,2,0,0,2.5965,1.1347,0.0448
1,-0.9498,1.453,6,2,0,0,1.9822,0.1347,0.0
2,0.291,0.9685,6,2,0,0,-2.2988,-0.4334,-0.0084
3,0.4882,-0.3454,6,2,1,0,-1.7075,0.9991,0.0584
4,-0.5496,-1.1754,6,2,0,0,-1.3197,-1.6367,-0.0805
5,-1.7879,-0.6938,6,2,0,0,-0.1653,1.1692,0.058
6,1.729,-0.8299,7,1,1,0,0.2128,-1.3677,-0.0722
7,2.7669,0.0,8,1,0,0,0.6998,0.0,0.0
0,3.1269,0.0,8,1,0,0,3.5957,0.0,0.0
1,2.1221,0.8731,6,2,0,0,-3.0431,-1.114,-0.0305
2,0.8652,0.4344,6,2,1,0,-0.3731,-0.424,-0.9907
3,-0.1397,1.3076,7,1,1,0,-1.0693,0.1984,-0.0
4,-1.3966,0.8689,6,1,1,0,-2.543,0.2176,-0.0564
5,-1.6475,-0.4372,6,2,1,0,-0.3456,0.8019,1.052
6,-2.9032,-0.8703,5,1,0,0,1.059,0.7401,1.0475
7,-0.6415,-1.3048,6,1,1,0,1.7374,0.0838,0.005
8,0.6143,-0.8717,6,1,1,0,0.9819,-0.5037,-1.0271
0,5.3496,-4.0123,8,0,1,0,-6.4351,1.4018,-0.0
1,5.3321,-2.685,6,2,1,0,6.485,-1.1236,-0.6161
2,4.1759,-2.0365,6,2,1,0,5.9275,-2.8702,-1.7295
3,4.1585,-0.7092,6,1,1,0,2.4377,-0.5648,0.2747
4,3.0021,-0.0606,6,1,1,0,-4.2017,2.1521,2.1188
5,1.8495,-0.7396,6,2,1,0,-5.6472,1.8687,2.687
6,0.6932,-0.0909,6,1,0,1,-3.8322,1.2361,0.9702
7,-0.4633,0.5714,6,1,0,1,-4.1048,3.6042,1.5379
8,-1.6334,1.2198,6,2,1,0,-3.2317,2.0993,3.3558
9,-1.6509,2.547,6,1,1,0,-6.729,1.242,1.7699
10,-2.8072,3.1956,6,1,1,0,-4.7824,0.8508,-0.019
11,-3.946,2.5169,6,2,1,0,-2.4972,0.8001,0.7669
12,-3.9285,1.1896,6,2,1,0,-4.416,0.0382,-1.1139
13,-5.0812,0.5106,6,4,0,0,-2.113,0.0188,-0.3401
14,-5.7296,-0.6595,6,1,0,0,-3.084,-0.375,-1.2786
15,-4.4023,-0.642,6,1,0,0,-0.861,-0.3028,-0.4784
16,-6.2375,1.1592,6,2,0,0,0.299,-0.5609,-0.571
17,-6.255,2.4865,6,2,0,0,1.5483,-0.8653,-0.7059
18,-5.1161,3.1652,16,2,0,0,1.9886,-1.5187,-1.8701
19,-2.7723,0.541,6,1,1,0,4.2707,-1.5486,-0.9423
20,1.8669,-2.0669,7,1,1,0,3.3459,-1.86,-1.9693
21,3.037,-2.7152,6,1,1,0,3.7576,-0.8741,0.1931
22,6.4848,-2.0061,8,2,0,0,5.6115,-1.8722,-1.0887
23,6.4674,-0.6788,6,2,0,0,7.7752,-0.9756,-0.9513
24,7.6062,-0.0,6,1,0,0,8.4883,0.0,0.0
0,3.3107,-0.0,8,0,1,0,3.3213,0.0,0.0
1,2.0754,0.4995,7,2,1,0,2.2531,1.5942,0.0
2,1.8917,1.8152,8,1,0,0,-0.4094,1.559,0.0
3,1.0267,-0.3204,6,2,1,0,2.2298,0.4263,0.0
4,-0.2021,0.1783,6,2,1,0,-1.3606,-0.6219,0.0
5,-1.2509,-0.6415,6,2,1,0,-0.2043,0.2126,0.0
6,-2.4862,-0.1421,6,1,1,0,1.1123,-0.3322,0.0
7,-2.6699,1.1736,6,1,1,0,-1.2015,-2.0226,0.0
8,-1.6211,1.9935,6,1,1,0,1.212,-1.7497,0.0
9,-0.3923,1.4948,7,1,1,0,-2.6407,-0.024,0.0
10,-1.0672,-1.9573,6,1,1,0,0.0825,-2.5857,0.0
11,0.1681,-2.4567,6,1,1,0,-2.7763,1.376,0.0
12,1.2169,-1.6368,6,1,1,0,-1.6181,2.1681,0.0
0,-2.21,-0.0,16,2,2,0,-2.1169,-0.0013,-0.0066
1,-2.21,-1.6206,8,0,1,0,-2.627,-0.7032,1.3255
2,-2.21,1.6207,8,0,1,0,-2.6873,1.4837,0.0
3,-0.5893,-0.0,6,2,1,0,-0.3731,0.0054,0.0098
4,0.221,-1.4079,6,1,1,0,0.3555,-1.0714,-0.5368
5,0.221,1.408,6,1,1,0,0.3345,1.0827,0.5826
6,2.652,-0.0,6,2,1,0,2.4737,0.0227,0.0194
7,1.8416,-1.4079,6,1,1,0,1.7604,-1.0579,-0.5429
8,1.8416,1.408,6,1,1,0,1.7426,1.091,0.5872
9,-3.8407,-0.0001,6,1,0,0,-2.8147,-0.8518,-1.4384
10,4.2827,-0.0,6,1,0,0,3.9523,0.0,0.0
0,1.8157,0.0,8,1,0,0,1.7875,0.0,0.0
1,0.4867,0.0,6,3,0,0,0.4809,-0.571,-0.0002
2,-0.4539,-0.9406,6,2,0,0,-0.4406,0.0109,-1.089
3,-1.3945,0.0,6,2,0,0,-0.4633,-0.0248,1.0891
4,-0.4539,0.9406,6,2,0,0,-1.3645,0.585,-0.0
0,-1.7736,0.5268,6,1,1,0,-1.1452,-1.9211,0.0
1,-0.9651,1.5812,6,1,1,0,-2.0903,0.6462,0.0
2,0.3551,1.4049,6,1,1,0,-0.8536,0.4275,0.0
3,0.8619,0.1764,6,2,1,0,-0.3437,-0.8887,0.0
4,0.0498,-0.8795,6,2,1,0,0.0311,1.5241,0.0
5,-1.2669,-0.7017,6,1,1,0,1.05,-1.0991,0.0
6,0.5566,-2.108,9,1,0,0,1.4209,1.3112,0.0
7,2.1822,-0.0,8,1,0,0,1.9308,0.0,0.0
0,5.5594,0.0,7,0,0,1,5.2754,0.0,0.0
1,4.2208,0.0,6,1,0,1,-5.6603,0.0275,-0.0
2,2.8927,-0.0004,6,2,1,0,1.1344,-0.0121,0.0
3,2.259,1.1247,6,1,1,0,-0.3165,-0.0032,0.0
4,0.9432,1.177,6,1,1,0,1.9085,1.1836,-0.0
5,0.2899,0.0078,6,2,1,0,1.9066,-1.2104,0.0
6,0.9236,-1.1172,6,1,1,0,-1.0962,-1.1946,0.0
7,2.2394,-1.1696,6,1,1,0,-1.0839,1.1971,-0.0
8,-1.0487,0.0078,6,2,1,0,3.3134,1.1971,-0.0
9,-1.7017,-1.1508,6,1,1,0,3.3139,-1.2255,0.0
10,-3.0199,-1.1728,6,1,1,0,-2.503,-1.2021,0.0
11,-3.7264,-0.003,6,2,1,0,-2.4902,1.2213,-0.0
12,-5.0654,-0.0136,8,1,0,0,4.0217,-0.0134,0.0
13,-3.0731,1.1663,6,1,1,0,-3.2108,0.0136,-0.0
14,-1.6927,1.1437,6,1,1,0,-4.5131,0.021,-0.0
0,2.9182,0.0,8,0,1,0,3.1432,0.0,0.0
1,1.8845,-0.8407,6,1,1,0,1.799,-0.2454,0.0344
2,0.6441,-0.3675,6,2,1,0,1.3296,-1.4767,0.4889
3,-0.3895,-1.2081,6,2,1,0,-0.0422,-1.7301,0.5321
4,-0.1773,-2.5211,5,1,0,0,-0.9434,-0.743,0.132
5,-1.63,-0.735,6,1,1,0,-2.8001,-1.1275,0.2151
6,-1.8422,0.578,6,1,1,0,-0.4576,0.492,-0.3116
7,-0.8138,1.4179,6,2,1,0,-1.3781,1.5551,-0.7199
8,-1.026,2.7309,8,1,0,0,-1.5657,2.526,-0.0
9,0.4319,0.9455,6,1,1,0,0.9153,0.7497,-0.3709
0,-0.2017,-2.483,8,0,1,0,-0.0674,2.0582,-0.0
1,1.3582,2.1946,8,0,1,0,1.8262,1.2153,-2.1932
2,5.405,-0.0,8,0,1,0,5.3431,0.0,0.0
3,0.1047,-0.1371,7,3,0,0,-0.0414,-0.1487,-0.4954
4,3.3765,1.1068,7,2,0,0,3.5281,0.5187,-1.0619
5,-3.1695,2.4445,7,1,0,0,-3.5939,-2.4894,0.203
